short_name,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_team_id,league_level,position,club_jersey_number,nationality_id,nation_team_id,nation_jersey_number,weak_foot,skill_moves,international_reputation,release_clause_eur,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
G. De Amores,63,68,550000,500,26,186,76,101102,1,GK,12,60,,,3,1,1,784000,,,,,,,13,17,13,18,16,12,12,12,16,16,26,22,24,50,35,47,63,20,46,15,16,14,17,58,12,22,17,10,14,65,63,63,66,62,24
A. Cantero,63,70,975000,2000,23,184,80,111706,1,RES,20,52,,,3,2,1,1700000,63,64,49,62,26,62,41,64,63,55,57,62,49,35,45,64,62,64,61,61,55,65,75,55,74,62,39,23,61,55,71,59,25,19,21,10,6,14,11,14,
Luis Carbonell,63,81,1200000,1000,18,169,67,243,1,RES,29,45,,,3,3,1,,74,64,51,69,19,43,40,66,56,57,60,73,61,45,44,68,75,74,61,62,80,69,58,53,40,57,35,17,59,55,72,52,16,13,12,15,13,10,11,12,
D. Duarte,63,79,1300000,500,19,176,78,101108,1,SUB,29,58,,,4,2,1,3700000,72,67,48,62,18,58,33,72,57,58,55,63,54,48,45,60,73,72,67,52,68,65,68,66,59,60,43,13,61,47,70,52,10,17,11,15,7,7,6,9,
S. Cocimano,63,75,1200000,3000,21,188,80,101084,1,SUB,37,52,,,3,2,1,2000000,49,63,50,57,32,67,44,66,71,60,48,54,40,28,41,67,46,51,44,62,49,69,64,65,71,56,59,32,65,52,61,62,29,24,26,6,15,8,8,10,
M. Kizza,63,70,925000,1000,21,185,73,111139,1,SUB,12,146,,,1,2,1,1500000,77,41,60,58,57,65,64,36,58,61,31,59,68,60,54,55,74,79,68,53,56,60,63,70,64,32,60,53,56,58,39,58,59,60,53,13,12,8,9,5,
J. Naschberger,63,72,1100000,2000,21,173,70,15040,1,RES,17,4,,,3,3,1,1800000,77,57,60,66,55,57,54,57,40,66,50,66,49,44,60,63,75,79,74,60,79,60,58,80,44,60,58,56,58,62,44,55,53,62,50,10,6,7,6,8,
M. Llano,63,72,1000000,2000,21,184,73,111706,1,RES,19,52,,,3,2,1,,70,42,57,62,56,62,61,32,49,60,38,62,48,46,57,61,70,70,63,57,72,56,71,70,54,47,70,60,58,52,44,54,48,60,62,13,7,15,10,5,
Kewin,63,68,550000,2000,26,189,84,1900,1,RES,82,54,,,3,1,1,1200000,,,,,,,13,8,14,28,7,9,11,14,24,17,21,27,37,40,32,44,49,25,58,8,18,11,7,29,11,38,8,10,11,68,63,59,68,63,23
Derik Lacerda,63,68,750000,2000,21,191,83,1900,1,SUB,27,54,,,2,2,1,1600000,53,64,44,57,29,67,29,69,70,53,55,56,32,33,41,63,50,55,50,56,49,69,65,62,71,51,64,22,61,53,62,46,26,26,23,7,11,10,6,15,
M. Schikora,63,66,575000,700,26,181,76,110592,3,LCM,21,21,,,4,2,1,877000,80,50,58,64,61,71,60,53,60,60,43,63,60,39,61,63,83,78,71,60,75,53,85,83,70,44,57,63,55,56,37,56,63,60,57,7,11,9,8,6,
E. Emegha,63,76,1100000,1000,18,195,63,100646,1,SUB,19,34,,,3,2,1,2300000,73,60,50,58,29,63,43,62,68,58,53,57,48,30,44,59,72,74,65,56,45,66,65,58,76,53,34,27,60,53,61,57,26,21,23,11,10,12,10,6,
E. Cornelisse,63,77,1100000,2000,19,178,65,1909,1,SUB,39,34,,,3,2,1,2300000,66,32,52,54,63,61,32,24,59,64,29,44,49,35,62,60,68,64,70,62,67,38,80,61,61,46,57,64,26,50,41,62,63,64,63,11,10,14,5,15,
F. J?rgensen,63,79,1100000,2000,19,189,77,483,1,RES,35,46,,,2,1,1,3000000,,,,,,,16,5,11,28,20,8,14,5,26,16,36,36,48,35,34,51,59,30,59,15,20,9,7,36,8,27,7,7,9,63,69,68,63,65,36
G. Tour?,63,63,500000,3000,27,188,88,1480,4,SUB,20,18,,,3,3,1,875000,83,57,54,63,20,75,57,59,60,56,52,63,45,47,45,62,82,83,68,58,60,57,65,75,79,54,67,19,59,58,59,63,17,11,18,7,7,7,10,13,
Miullen,63,72,1100000,2000,23,180,77,1888,1,SUB,63,54,,,2,2,1,2500000,72,62,52,63,24,68,51,63,61,56,61,62,53,35,39,62,71,73,64,63,67,61,60,67,71,58,66,15,59,58,70,67,21,23,20,5,11,11,14,14,
A. Azhil,63,74,1000000,6000,20,170,70,1905,1,RCM,8,21,,,3,2,1,,66,45,62,65,59,50,49,39,48,73,38,63,46,43,66,67,68,65,68,64,78,55,54,53,44,46,60,55,50,61,50,52,65,58,63,9,12,7,14,5,
N. Banegas,63,67,650000,2000,24,176,80,112965,1,RES,3,52,,,2,2,1,991000,68,37,52,55,62,68,51,31,57,58,34,52,46,36,45,56,65,71,55,60,65,50,69,71,70,34,57,63,50,52,39,62,61,63,61,9,13,6,6,6,
Gon?alo Franco,63,68,725000,2000,20,176,69,1900,1,SUB,88,38,,,3,2,1,1600000,64,55,60,67,41,51,48,52,46,64,53,67,59,54,62,70,66,63,61,65,74,67,53,66,46,50,45,29,59,64,54,62,47,40,47,7,10,12,15,13,
Toti,63,70,900000,11000,22,187,83,322,1,LCB,24,38,,,3,2,1,,66,47,60,61,63,70,61,43,55,64,42,58,48,48,63,62,67,66,66,62,62,55,62,80,69,49,61,58,58,54,45,64,66,65,64,11,6,12,5,10,
M. Delanghe,63,77,1000000,2000,20,189,83,247,1,RES,21,7,,,3,1,1,2000000,,,,,,,14,8,14,24,7,11,13,13,15,15,25,15,34,52,37,47,50,17,61,5,18,6,6,55,19,38,7,11,10,63,62,63,64,65,21
Javier Izquierdo,63,76,1000000,1000,20,181,76,459,2,RES,25,45,,,2,1,1,2200000,,,,,,,15,12,16,28,9,11,13,12,26,15,54,45,51,52,50,43,60,25,48,7,18,15,7,32,21,36,13,12,11,67,60,57,62,64,50
Z? Carlos,63,72,1000000,2000,22,177,72,1888,1,SUB,2,38,,,3,2,1,,72,31,40,63,61,54,55,31,47,37,29,63,37,39,28,67,74,71,55,58,71,28,63,58,50,27,58,65,50,38,46,55,57,66,64,12,11,6,12,12,
T. Siersleben,63,75,1100000,7000,21,187,80,111235,2,SUB,4,21,,,2,2,1,,62,33,47,54,63,63,48,23,60,59,27,51,27,30,45,57,59,64,55,62,58,45,70,58,68,41,57,60,26,36,47,57,63,67,64,6,11,11,9,15,
G. Koutsias,63,81,1200000,500,17,178,66,393,1,RES,70,22,,,3,2,1,3400000,72,63,42,60,22,64,28,66,62,49,55,60,37,28,41,60,70,74,61,55,73,61,71,66,61,59,68,14,70,50,65,57,18,19,20,9,9,13,8,5,
Francisco Teixeira,63,72,1100000,1000,23,177,73,1889,1,RM,19,38,,,3,2,1,2500000,68,53,61,67,45,53,55,56,45,65,48,66,52,52,58,68,69,67,67,61,70,59,53,54,56,37,44,37,64,66,60,65,46,46,51,9,6,9,7,8,
Clau Mendes,63,76,1200000,2000,20,186,78,472,2,RES,26,45,,,4,4,1,2700000,74,62,61,63,35,55,65,60,59,64,62,63,51,42,60,62,70,77,71,64,54,69,49,48,65,59,38,23,60,62,69,54,36,32,38,8,5,9,12,6,
L. Barry,63,84,1500000,5000,18,174,65,94,3,RES,12,14,,,2,3,1,,78,63,49,64,22,53,35,69,57,57,43,63,50,45,34,61,81,76,74,56,72,59,57,55,60,60,31,19,63,61,62,65,17,18,15,6,8,13,6,14,
L. Hornicek,63,73,875000,500,18,197,93,1896,1,RES,91,12,,,2,1,1,1900000,,,,,,,12,7,11,15,8,10,12,14,11,14,19,28,38,38,28,44,35,21,61,8,21,9,6,21,10,37,8,11,13,68,61,59,66,64,23
Marcelo Lopes,63,63,500000,2000,27,177,67,113182,1,RW,14,104,,,4,2,1,675000,79,58,60,64,24,55,60,57,33,62,53,62,50,33,61,63,80,79,79,60,68,63,42,69,52,56,47,18,57,63,52,64,23,25,24,13,11,8,11,5,
R. Balk,63,77,1200000,3000,20,176,65,1903,1,SUB,30,34,,,3,3,1,2600000,82,61,52,67,26,43,52,63,30,56,46,69,47,39,49,66,83,81,76,53,69,64,36,41,49,59,32,23,55,51,62,51,32,21,22,6,13,12,12,11,
V. Radonja,63,77,1100000,500,19,182,72,278,1,RES,37,8,,,3,2,1,3100000,76,33,53,55,60,61,60,22,56,59,26,55,30,31,57,54,75,77,60,49,49,58,70,68,54,29,69,54,44,45,42,55,62,63,63,7,5,15,9,10,
A. Sabella,63,75,1200000,2000,20,178,72,1013,1,SUB,40,52,,,4,2,1,2000000,64,57,63,64,55,63,60,52,53,65,49,63,62,48,62,67,63,65,58,59,62,66,55,67,64,64,55,56,58,65,52,65,52,59,55,9,8,14,6,8,
K. Aribi,63,64,550000,2000,27,192,75,224,2,SUB,13,97,,,3,2,1,1000000,47,62,45,58,30,71,34,59,72,54,63,58,36,26,36,65,49,45,44,64,46,69,72,55,81,59,64,25,64,52,62,54,29,20,29,10,11,7,8,13,
J. Che,63,81,1100000,500,17,185,75,695,1,SUB,32,95,,,2,2,1,2300000,70,25,50,57,60,65,54,27,59,60,27,54,25,24,47,56,73,68,70,58,65,24,77,67,65,18,61,61,44,44,25,54,57,63,60,7,12,7,13,13,
Rodrigo Gomes,63,83,1300000,650,17,171,66,1896,1,RES,57,38,,,3,2,1,3900000,71,61,52,65,30,44,49,62,52,57,45,64,56,41,44,66,71,71,70,74,56,69,58,53,41,55,38,33,67,56,56,58,23,31,22,10,13,10,14,10,
Lanchi,63,75,1100000,4000,20,177,64,483,1,RES,27,45,,,3,3,1,2500000,67,39,52,59,59,55,56,31,56,55,40,60,57,29,60,55,68,67,62,61,75,52,60,69,50,40,49,64,48,39,35,46,50,64,61,13,7,8,13,15,
Kike Saverio,63,73,1100000,5000,22,178,73,2023,2,SUB,28,57,,,4,3,1,,79,58,55,66,37,55,64,58,43,57,45,68,40,45,48,63,79,79,77,48,70,65,47,54,56,57,54,44,56,52,46,59,36,31,33,7,7,6,11,12,
M. Bajamich,63,75,1200000,2000,21,178,75,698,1,SUB,7,52,,,3,3,1,2000000,70,60,52,63,27,59,60,62,37,46,44,62,69,32,39,65,79,62,59,58,76,63,73,52,69,57,41,31,74,64,53,60,27,20,26,13,8,13,11,8,
I. Mamut,63,70,975000,3000,24,192,82,100761,1,SUB,31,10,,,2,2,1,1600000,64,63,57,60,25,77,57,63,65,60,59,59,62,25,54,60,68,60,58,57,64,64,70,69,82,63,77,24,66,62,55,63,23,15,19,6,11,7,5,14,
E. Villar,63,73,1100000,500,21,175,75,115535,1,SUB,31,60,,,3,2,1,2600000,71,60,53,66,29,65,53,63,51,55,60,66,47,38,55,69,78,66,65,59,73,67,53,68,69,49,56,24,64,51,54,47,26,29,29,9,6,9,14,11,
C. Chukwuemeka,63,84,1500000,1000,17,183,70,2,1,SUB,33,14,,,3,4,1,4400000,62,53,62,67,44,57,53,58,46,68,52,68,55,46,67,68,61,63,57,56,75,56,50,48,61,34,58,33,60,64,58,65,43,49,54,12,12,9,11,10,
Zarzana,63,78,1100000,3000,19,177,64,481,1,RES,30,45,,,5,4,1,3000000,70,51,65,60,22,49,73,50,42,67,40,62,55,43,60,60,66,74,55,51,72,57,50,55,54,49,30,20,52,63,55,46,24,16,18,9,9,15,14,12,
Nico Serrano,63,81,1200000,2000,18,178,72,448,1,RES,33,45,,,2,3,1,3300000,73,56,54,70,18,48,54,61,47,60,38,70,54,39,45,71,77,69,76,54,78,52,60,50,52,52,33,17,53,53,56,58,11,18,16,14,8,10,11,8,
S. Czy?,63,75,1100000,550,19,176,76,112511,1,CAM,20,37,,,4,3,1,1700000,68,56,60,71,44,63,56,52,50,63,51,71,55,56,60,73,65,71,70,59,73,66,62,66,68,56,49,47,51,62,60,64,49,35,41,5,15,6,14,14,
T. Breithaupt,63,74,975000,2000,19,192,78,1832,2,SUB,38,21,,,3,2,1,1700000,53,35,56,52,63,61,40,28,55,66,37,49,35,28,67,61,42,62,45,49,41,41,54,57,66,45,57,57,29,56,31,52,66,67,63,11,10,12,8,10,
?ngel Jim?nez,63,76,1000000,1000,19,194,80,110832,1,RES,30,45,,,2,1,1,2700000,,,,,,,12,8,9,28,7,7,13,9,24,17,29,31,38,48,27,49,45,26,54,8,20,12,5,42,12,33,7,12,9,65,62,65,63,64,30
?. Cayetano,63,63,400000,500,30,188,94,115536,1,LCM,18,60,,,2,3,1,860000,58,34,52,51,62,71,39,33,58,61,30,40,32,31,55,62,62,54,57,64,55,40,53,63,83,27,55,60,44,57,39,49,62,66,57,15,7,6,13,8,
L. Colm?n,63,63,425000,500,28,176,78,114688,1,SUB,15,58,,,3,2,1,914000,62,22,44,40,64,61,35,19,61,65,20,21,29,23,43,55,56,67,47,58,68,30,73,56,65,18,55,60,21,25,34,62,61,68,67,12,7,10,6,10,
I. Diabate,63,75,1200000,4000,21,180,80,453,1,RES,30,108,,,3,2,1,2900000,78,63,50,58,18,67,40,65,64,62,50,57,40,40,50,55,75,80,70,58,68,61,68,69,74,63,45,11,65,45,72,59,13,14,13,7,8,9,13,8,
V. Kristiansen,63,75,1100000,1000,18,181,72,819,1,LB,34,13,,,3,2,1,1700000,76,38,57,63,56,66,61,37,44,62,40,63,49,30,56,64,77,75,66,52,67,43,65,70,66,33,63,53,58,52,31,58,58,59,59,10,10,8,12,6,
L. Ben?tes,63,66,650000,500,24,160,60,114511,1,SUB,18,59,,,3,4,1,1400000,75,59,55,64,23,46,60,63,38,55,47,68,38,35,50,63,75,75,65,51,55,59,48,61,45,55,29,17,55,65,45,49,20,22,27,10,6,11,13,14,
F. Da Silva,63,79,1200000,4000,18,178,67,66,1,SUB,28,18,,,3,3,1,3000000,66,52,66,68,49,57,52,49,47,71,48,67,61,68,69,66,64,67,76,60,77,59,55,59,60,54,48,48,52,68,48,64,49,50,49,10,11,5,7,14,
P. Mancilla,63,63,475000,500,28,170,59,114578,1,SUB,20,57,,,3,3,1,1000000,75,48,58,62,31,46,61,55,39,60,39,62,39,40,57,60,75,75,71,62,70,40,42,62,44,37,30,33,63,60,55,55,31,28,26,7,9,12,7,6,
F. Caicedo,63,63,240000,500,33,175,78,113723,1,SUB,5,57,,,2,2,1,516000,64,36,54,49,63,62,47,33,46,64,34,39,38,40,57,61,61,66,55,57,60,46,63,62,63,29,58,64,33,50,46,44,67,66,58,11,15,10,7,15,
A. Carl?n,63,70,925000,600,21,193,85,113892,1,RCM,21,46,,,3,2,1,1300000,60,37,51,62,64,70,44,32,58,60,38,63,37,38,58,66,57,63,54,58,60,49,57,71,75,32,59,64,49,44,38,45,68,64,55,12,5,14,13,7,
D. Pereira,63,66,625000,500,25,179,63,113143,1,RW,10,60,,,3,3,1,1400000,66,54,58,65,38,47,64,55,40,60,41,64,42,64,55,69,69,63,66,63,70,55,51,58,40,50,49,43,57,55,67,44,35,38,31,11,6,9,13,15,
M. Gamarra,63,72,1000000,500,20,182,78,101108,1,RES,48,58,,,2,2,1,2400000,72,26,42,52,61,59,65,27,42,39,23,46,43,29,35,60,75,70,53,58,60,20,60,65,61,26,47,60,41,30,30,44,60,66,65,14,5,7,13,9,
?. Garcete,63,63,450000,500,27,186,78,114575,1,LCB,33,58,,,2,2,1,968000,63,22,40,38,66,62,27,17,72,61,27,30,21,25,33,39,62,64,45,55,55,34,70,64,62,18,55,62,22,29,39,61,64,70,62,9,14,8,11,10,
A. Bahachille,63,76,1200000,500,20,193,81,112914,1,CDM,7,61,,,3,3,1,3300000,58,59,60,60,60,66,55,62,47,65,34,61,38,48,65,60,60,57,58,65,45,48,66,67,70,66,55,62,60,61,66,58,60,63,60,13,9,7,13,8,
F. Oppeg?rd,63,80,1200000,950,18,175,71,247,1,RES,35,36,,,4,2,1,2400000,76,51,55,62,56,60,62,59,49,59,33,61,51,55,55,59,77,76,76,61,70,59,64,62,62,28,52,56,54,43,46,50,52,61,60,9,8,9,6,10,
L. Mouyokolo,63,73,975000,3000,20,194,85,217,1,SUB,4,18,,,2,2,1,2100000,59,34,39,46,61,76,30,20,62,52,34,43,28,31,42,47,61,58,51,53,39,58,70,64,86,40,67,63,30,28,47,52,53,66,65,12,9,9,10,7,
L. Brumme,63,68,750000,1000,21,187,73,492,3,RES,14,21,,,3,2,1,1100000,68,57,59,62,45,62,62,58,47,61,47,63,52,42,58,64,70,67,62,49,62,59,52,64,63,54,57,37,61,58,49,57,48,46,44,13,15,13,7,13,
N. Kamifukumoto,63,63,250000,850,31,182,76,112783,1,GK,21,163,,,3,1,1,313000,,,,,,,15,10,13,30,8,15,20,18,30,26,63,65,64,58,41,53,63,30,43,9,24,20,14,65,18,41,12,14,15,60,59,70,63,66,64
K. Uchida,63,64,450000,1000,28,175,69,112783,1,RES,6,163,,,3,2,1,596000,65,49,61,58,60,71,55,47,64,65,34,51,33,49,66,63,64,66,62,55,71,56,70,65,76,50,67,59,46,67,51,65,60,61,57,12,9,9,9,14,
T. Suzuki,63,68,675000,900,24,168,64,112783,1,RDM,23,163,,,3,2,1,894000,74,63,60,65,58,57,58,62,46,64,49,63,54,53,65,65,78,70,69,60,85,69,61,85,41,66,61,61,58,55,51,56,55,63,55,6,10,8,10,6,
I. ?arani?,63,82,1200000,500,18,185,76,211,1,RES,35,10,,,4,4,1,3400000,72,56,62,71,28,61,61,45,36,62,60,75,76,70,58,74,69,74,67,49,56,64,51,60,67,67,48,26,50,61,72,64,29,28,25,6,9,13,7,12,
H. Noguera,63,63,180000,500,34,171,70,114611,1,RB,32,61,,,2,2,1,387000,61,28,48,57,61,53,60,24,59,58,21,51,27,32,40,66,63,60,58,54,70,30,55,66,49,25,48,58,38,34,56,43,56,67,63,10,8,11,15,5,
G. Peredo,63,71,1100000,500,21,176,72,114600,1,RM,7,53,,,3,3,1,2600000,67,64,52,62,44,59,55,70,65,61,55,65,55,48,33,60,67,67,65,55,70,65,70,61,68,55,33,50,57,50,65,45,35,40,50,9,7,5,15,7,
L. Hern?ndez,63,74,1100000,500,20,181,73,114611,1,SUB,8,61,,,3,3,1,2600000,64,63,46,59,24,59,34,66,64,61,62,57,40,45,31,62,66,63,62,65,58,66,63,57,72,58,28,15,57,45,54,43,19,23,21,5,6,10,15,5,
K. Ueebisu,63,67,600000,1000,25,181,72,113183,1,RES,19,163,,,4,2,1,795000,62,41,59,60,62,66,56,37,67,64,35,59,32,40,63,61,65,60,60,59,63,48,75,61,71,41,55,64,58,64,39,53,56,65,64,7,7,8,13,13,
Han Ho Gang,63,64,475000,1000,27,184,80,113197,1,CB,26,167,,,2,2,1,629000,64,35,49,51,60,76,48,32,67,59,30,46,29,45,56,58,66,63,49,56,47,56,73,76,81,24,66,54,22,31,40,55,56,66,61,15,12,13,10,7,
M. Vorobjovas,63,66,575000,2000,25,177,75,110750,1,SUB,5,30,,,3,2,1,819000,68,50,60,55,57,73,58,46,47,62,38,43,65,41,60,62,70,67,66,64,68,57,63,81,70,56,74,57,57,60,45,70,56,62,58,9,12,14,8,12,
A. Sato,63,63,230000,1000,34,184,76,112783,1,RES,18,163,,,2,2,1,288000,64,63,54,58,42,67,42,64,67,61,61,56,46,56,55,58,63,64,64,57,55,66,74,63,71,60,58,38,65,53,61,68,31,47,44,14,7,7,9,12,
M. Murakami,63,64,375000,900,28,185,85,113186,1,GK,31,163,,,2,1,1,497000,,,,,,,14,8,10,33,9,6,14,10,30,17,29,20,23,52,58,47,64,28,60,7,35,7,4,53,16,41,9,10,12,66,64,62,60,65,25
Y. Maejima,63,69,700000,900,23,178,67,113197,1,SUB,23,163,,,4,2,1,1000000,68,52,60,62,59,63,65,46,53,65,45,63,43,62,66,61,69,67,67,53,68,64,65,71,60,56,58,53,55,46,41,50,58,64,61,10,10,11,9,9,
Svensson,63,79,1300000,2000,19,182,75,452,1,RES,39,45,,,3,3,1,3500000,80,62,51,65,30,58,53,61,60,55,60,65,50,35,45,63,82,79,78,55,66,67,65,63,55,60,55,30,62,53,55,55,29,25,20,6,11,9,11,11,
D. Okamura,63,68,650000,1000,24,183,82,112444,1,SUB,50,163,,,3,2,1,861000,59,34,42,48,62,74,35,32,68,53,27,37,25,26,51,57,56,61,59,57,51,50,64,69,83,26,60,62,24,32,32,53,60,62,60,7,9,7,8,6,
M. Kato,63,68,725000,2000,23,178,69,101148,1,LS,29,163,,,3,2,1,997000,54,67,52,63,25,56,49,69,62,57,62,64,45,36,48,66,52,55,58,57,68,67,60,58,55,64,55,16,67,56,61,51,17,27,25,13,11,14,15,10,
K. Yamashita,63,67,675000,1000,25,184,80,113160,1,RS,9,163,,,3,3,1,894000,62,64,52,60,20,69,46,65,66,61,63,61,58,55,31,62,58,65,57,55,51,67,64,63,79,59,53,13,61,56,61,60,16,15,12,14,9,9,8,7,
A. Hamashita,63,64,575000,1000,25,164,61,112783,1,SUB,37,163,,,3,2,1,762000,72,55,57,68,34,42,53,56,24,64,57,69,46,58,58,64,79,66,76,60,90,52,34,69,30,55,41,38,56,51,57,43,32,36,34,14,7,11,6,8,
J. Santacruz,63,66,575000,500,25,177,72,101108,1,SUB,34,58,,,3,2,1,1300000,69,52,53,54,61,61,38,47,53,68,34,44,30,36,63,65,69,69,57,54,71,69,65,70,54,56,68,61,45,46,44,48,64,62,56,12,12,12,7,11,
N. Iino,63,67,700000,1000,24,173,65,113160,1,RM,24,163,,,3,2,1,928000,73,50,59,62,58,55,62,46,46,63,36,59,43,48,58,62,72,73,78,63,75,59,70,68,43,54,63,59,63,54,36,46,58,62,60,7,8,9,11,7,
K. Badjie,63,71,1100000,2000,21,179,75,110482,3,SUB,20,116,,,3,2,1,,79,61,52,67,31,50,51,63,51,56,56,67,50,43,49,67,78,80,75,54,73,67,50,61,52,53,33,28,59,52,54,53,24,32,31,13,10,8,6,7,
J. Br?tez,63,69,750000,500,24,171,67,111007,1,RM,19,58,,,3,2,1,1800000,66,55,58,63,24,46,71,60,34,51,42,63,48,47,55,61,67,65,64,65,79,49,43,68,40,54,33,23,61,64,46,51,23,21,26,14,7,12,8,13,
Urko Gonz?lez,63,76,1100000,1000,20,189,73,110711,2,RCB,6,45,,,3,2,1,2400000,53,46,59,51,62,62,38,47,71,72,24,45,42,44,68,60,54,52,54,61,49,46,71,56,66,50,56,59,48,56,41,46,55,68,66,10,8,11,6,12,
U. Meleke,63,74,1000000,3000,22,181,74,113182,1,SUB,3,108,,,2,2,1,,68,25,39,45,61,75,32,19,47,50,29,39,20,24,38,44,70,66,53,58,66,41,83,65,82,17,70,60,32,36,36,47,65,64,60,14,6,5,13,10,
E. Shlyakov,63,63,425000,2000,29,184,78,110750,1,LB,55,40,,,3,2,1,574000,70,39,46,55,59,66,49,41,58,50,29,52,32,31,46,48,70,70,69,70,66,24,72,74,59,43,73,59,47,41,67,62,58,60,63,8,10,12,12,9,
G. Torres,63,75,1200000,2000,21,170,64,112670,1,SUB,27,52,,,3,2,1,2000000,66,62,59,67,52,52,56,64,58,64,56,66,58,48,58,64,65,66,78,58,74,64,60,53,48,58,58,55,64,56,54,64,46,56,48,14,13,11,7,11,
Iker Recio,63,77,1100000,3000,20,185,80,480,1,RES,27,45,,,3,2,1,3100000,70,40,53,50,62,70,48,31,65,60,37,45,29,29,61,56,71,69,49,54,56,61,70,71,73,41,60,62,37,51,46,52,55,65,68,13,12,7,7,5,
I. Dunga,63,63,500000,1000,28,189,77,113160,1,SUB,33,120,,,3,2,1,625000,76,63,43,53,21,70,35,64,63,52,62,51,48,38,30,57,67,83,51,53,42,68,68,65,80,53,51,18,65,46,65,62,15,18,13,12,11,12,7,5,
M. Horvat,63,69,700000,2000,22,180,80,2017,1,SUB,11,10,,,3,2,1,1200000,65,34,50,54,64,68,38,27,59,64,32,48,39,39,58,61,64,65,52,57,66,43,57,60,73,42,66,65,31,38,35,57,63,65,63,5,11,9,5,10,
S. Arce,63,73,1000000,500,21,181,77,114577,1,SUB,25,53,,,3,3,1,2400000,64,44,58,57,60,64,48,40,44,65,40,55,35,44,61,61,62,65,55,60,65,58,64,65,68,33,55,61,50,61,61,43,65,60,61,11,11,14,15,5,
G. Gordillo,63,65,525000,500,26,187,82,114617,1,LCB,4,78,,,2,2,1,1200000,59,25,53,48,64,64,45,20,75,63,35,40,32,33,60,61,57,61,40,51,52,38,70,60,68,16,55,61,27,50,48,60,61,65,62,12,5,11,12,15,
E. Sevikyan,63,77,1100000,3000,19,175,70,1853,1,RES,44,40,,,4,4,1,3000000,67,55,62,65,31,55,65,53,44,65,57,62,62,58,57,67,68,66,74,60,73,61,54,61,59,53,39,29,58,58,54,56,35,27,24,9,8,5,10,8,
R. Cabral,63,73,1100000,2000,20,170,64,111711,1,LW,16,52,,,3,2,1,1800000,75,58,56,67,26,46,60,58,42,58,55,68,56,45,48,63,77,74,77,55,83,65,45,53,47,50,35,19,59,57,55,48,21,29,34,9,6,7,8,14,
A. Akman,63,81,1300000,4000,19,173,66,1910,1,ST,9,48,,,4,3,1,,78,62,50,72,21,41,33,70,37,64,66,70,60,35,32,71,79,77,81,67,84,59,57,53,39,44,29,18,68,56,55,61,21,19,20,6,12,13,10,15,
K. Schade,63,76,1100000,4000,19,183,74,25,1,RES,20,21,,,3,2,1,2700000,79,61,53,64,23,55,56,65,47,62,58,66,39,28,38,64,81,77,68,57,62,60,63,52,64,54,36,23,62,53,57,45,17,21,19,13,11,8,9,10,
D. Fofana,63,83,1300000,700,18,181,82,417,1,SUB,20,108,,,3,2,1,3000000,86,59,50,66,22,65,52,59,57,54,56,64,58,44,44,63,86,86,82,58,84,63,80,59,70,58,55,15,62,44,56,54,20,18,14,14,6,10,14,10,
A. Saidi,63,70,975000,800,21,186,76,113892,1,SUB,19,46,,,3,2,1,1400000,66,53,65,63,33,53,64,62,42,67,38,64,58,45,68,66,65,66,62,50,59,52,51,60,57,38,36,26,64,66,48,59,30,35,40,9,13,6,14,11,
D. Scarlett,63,86,1500000,3000,17,179,73,18,1,SUB,44,14,,,3,3,1,4400000,72,62,46,60,20,56,43,67,63,50,58,57,45,41,40,65,74,70,62,57,69,62,76,51,56,52,57,13,65,48,66,51,17,16,16,12,8,7,5,14,
M. Rogoski,63,64,550000,2000,27,176,72,110394,1,SUB,25,52,,,4,2,1,839000,59,51,63,58,58,64,59,48,55,68,44,54,40,49,64,63,64,55,59,65,61,60,55,71,58,49,71,54,55,68,55,60,56,60,70,8,6,12,7,11,
R. Sangiovani,63,70,925000,3000,23,168,66,110580,1,SUB,14,52,,,3,2,1,1600000,64,33,54,60,62,62,63,32,46,56,27,66,45,34,60,51,70,59,56,61,82,35,62,61,64,28,59,58,51,43,43,46,61,68,67,13,5,6,7,9,
M. Katona,63,70,950000,500,24,176,63,1874,1,RES,24,23,,,3,2,1,2300000,76,59,59,65,52,55,52,60,54,67,49,59,47,37,65,64,80,72,84,70,76,66,62,91,39,54,47,48,58,54,48,66,51,57,49,11,9,13,5,9,
J. Hurtado,63,78,1100000,500,19,178,69,112908,1,RWB,28,57,,,2,2,1,3100000,65,26,46,55,60,56,59,24,58,60,22,46,25,36,26,62,64,65,60,58,71,27,61,62,56,25,48,59,42,32,32,60,57,65,61,12,11,5,13,14,
